ein,name,zip,zip5,nteefinal
371706434,DETROIT TRAINING INSTITUTE OF TECHNOLOGY INC,48080-1128,48080,B43
330941240,DIAMOND COLLAR INTERNATIONAL ACADEMY AND DIA UNIVERSITY,90650-4368,90650,B43
231365954,DICKINSON COLLEGE,17013-2896,17013,B42
720408929,DILLARD UNIVERSITY,70122-3043,70122,B42
260833212,DISCIPLE NATIONS ALLIANCE INC,85014-2752,85014,B50
611871220,DIVERSITY EDUCATION INSTITUTE,77385-3774,77385,B41
454675669,DIVINE HOPE REFORMED BIBLE SEMINARY,46311-1344,46311,B50
470377991,DOANE COLLEGE,68333-2426,68333,B43
131967322,DOMINICAN COLLEGE OF BLAUVELT N Y,10962-1210,10962,B43
362167855,DOMINICAN UNIVERSITY,60305-1066,60305,B43
941156525,DOMINICAN UNIVERSITY OF CALIFORNIA,94901-2230,94901,B50
953921204,DONGGUK UNIVERSITY LOS ANGELES,90020-1793,90020,B43
480623882,DONNELLY COLLEGE,66102-4210,66102,B41
420772559,DORDT COLLEGE,51250-1606,51250,B43
820885816,DOULOS LANGUAGE AND BIBLE INSTITUTE,73703-4467,73703,B40
112157078,DOWLING COLLEGE,11769-0000,11769,B43
237250533,DOWNTOWN COLLEGE PARK PARTNERSHIP INC,32804-7237,32804,B42
651230483,DOXA INTERNATIONAL UNIVERSITY INC,33071-8900,33071,B43
472674254,DR STEPHEN & MOMO LIU FAMILY FOUNDATION INC,34210-3489,34210,B50
420680460,DRAKE UNIVERSITY,50311-4516,50311,B43
461256842,DREAM PARTNERSHIP,17011-8028,17011,B40
221487164,DREW UNIVERSITY,07940-1434,7940,B43
231352630,DREXEL UNIVERSITY,19104-2755,19104,B43
440552049,DRURY UNIVERSITY,48035-0000,48035,B43
812823411,DRYADES YMCA SCHOOL OF COMMERCE INC,70113-1508,70113,B50
560532129,DUKE UNIVERSITY,27701-3658,27701,B43
562247203,DUKE UNIVERSITY SCHOOL OF MEDICINE RESEARCH FOUNDATION,27701-3658,27701,B50
273438569,DULLES UNIVERSITY,22182-4043,22182,B43
237456795,DULUTH GRADUATE MEDICAL EDUCATION COUNCIL INC,55805-2024,55805,B50
410693856,DUNWOODY COLLEGE OF TECHNOLOGY,55403-1141,55403,B41
251035663,DUQUESNE UNIVERSITY OF THE HOLY SPIRIT,15219-3016,15282,B43
160743989,DYOUVILLE COLLEGE,14201-1032,14201,B43
454569991,E PLURIBUS UNUM UNIVERSITY,90004-0154,90004,B43
350868073,EARLHAM COLLEGE,47374-4021,47374,B43
753046724,EARLY CHILDHOOD UNIVERSITY,80634-5405,80634,B43
200730383,EARLY COLLEGES OF COLORADO,80236-2711,80236,B42
550788917,EAST TENNESSEE STATE UNIVERSITY RESEARCH FOUNDATION,37604-6024,37604,B43
750859801,EAST TEXAS BAPTIST UNIVERSITY,75670-1412,75670,B42
391353508,EAST WEST UNIVERSITY INC,60605-7100,60605,B42
540575812,EASTERN MENNONITE UNIVERSITY,22802-2404,22802,B43
042105777,EASTERN NAZARENE COLLEGE,02170-2905,2170,B43
352382445,EASTERN OHIO P-16 PARTNERSHIP FOR EDUCATION,44483-1931,44483,B43
842323230,EASTERN REFORMED THEOLOGICAL SEMINARY CORP,07601-7004,7601,B50
231409675,EASTERN UNIVERSITY,19087-3617,19087,B43
590859121,ECKERD COLLEGE,33711-4744,33711,B42
472237488,ECMC EDUCATION INC,55401-6800,55401,B40
382385150,ECUMENICAL THEOLOGICAL SEMINARY,48201-3035,48201,B50
430654855,EDEN THEOLOGICAL SEMINARY,63119-3124,63119,B50
390806202,EDGEWOOD COLLEGE INC,53711-1997,53711,B43
660277132,EDP UNIVERSITY OF PR INC,00919-2303,919,B42
752958731,EDUCATION ALTERNATIVES INC,76110-3629,76110,B43
222014555,EDUCATION LAW CENTER INC,07102-5514,7102,B50
660363441,EDUCATIONAL ASSOCIATES INC HUMACAO COMMUNITY COLLEGE,00791-3998,791,B41
812841030,EDUCATIONAL LABS INC,60010-3883,60010,B40
591146751,EDWARD WATERS COLLEGE,32209-6167,32209,B42
910615846,EL CAMINO CHURCH,98083-0579,98083,B42
472509371,EL SHADDAI SCHOOL OF NURSING,79997-2418,79997,B50
812609195,ELITE PERFORMANCE ACADEMY INSIGHTING SOULS TO ACTION,33486-8545,33486,B40
231352632,ELIZABETHTOWN COLLEGE,17022-2298,17022,B42
262060699,ELLIS UNIVERSITY,60181-4701,60181,B43
362169145,ELMHURST COLLEGE,60126-3271,60126,B43
160743996,ELMIRA COLLEGE,14901-2085,14901,B43
560532303,ELON UNIVERSITY,27244-0398,27244,B43
800820194,ELYON COLLEGE,11204-4801,11204,B42
590936101,EMBRY RIDDLE AERONAUTICAL UNIVERSITY INC GAMERS GUILD,32114-3966,32114,B43
980681431,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY ASIA LTD,32114-3966,32114,B43
760796633,EMERGING TECHNOLOGY CENTER OF KALAMAZOO VALLEY COMMUNITY COLLEGE,49003-4070,49003,B41
041286950,EMERSON COLLEGE,02116-4624,2116,B43
620987262,EMMANUEL BIBLE COLLEGE,37206-4141,37206,B43
472799327,EMMANUEL CHRISTIAN UNIVERSITY CORP,32703-8304,32703,B43
042105769,EMMANUEL COLLEGE,02115-0000,2115,B43
580633977,EMMANUEL COLLEGE,30639-0129,30639,B42
237311301,EMMANUEL COLLEGE,00000-0000,0,B43
620819352,EMMANUEL SCHOOL OF RELIGION,,37601,B50
362270695,EMMAUS BIBLE COLLEGE,52001-3044,52001,B42
463779216,EMMAUS BIBLICAL SEMINARY INC,66534-0283,66534,B50
900790361,EMORY,30322-1053,30322,B43
540505892,EMORY & HENRY COLLEGE,24327-0947,24327,B43
580566256,EMORY UNIVERSITY,30322-4250,30322,B43
953909672,EMPLOYER VEBA TRUST FOR SOKA UNIVERSITY OF AMERICA,92656-8081,92656,B43
383771471,ENCORPS INC,90278-5269,90278,B50
842898352,ENDEAVOR WESTERN NEW YORK,14202-2213,14202,B40
042103567,ENDICOTT COLLEGE,01915-2096,1915,B43
592161558,EPIC BIBLE COLLEGE INC,95841-4107,95841,B42
042105768,EPISCOPAL DIVINITY SCHOOL,10027-5701,10027,B50
952630428,EPISCOPAL THEOLOGICAL SCHOOL AT CLAREMONT BLOY HOUSE,91205-1406,91205,B50
741238448,EPISCOPAL THEOLOGICAL SEMINARY OF THE SOUTHWEST,78768-2247,78768,B50
362593545,ERIKSON INSTITUTE,60654-4510,60654,B43
570314390,ERSKINE COLLEGE,29639-0338,29639,B43
980149857,ESCUELA DE AGRICULTURA DE LA REGION TROPICAL HUMEDA,00000-0000,0,B43
352530088,ETERNAL GLOBAL INSTITUTE OF SIKH STUDIES,87120-7078,87120,B43
273002117,ETERNITY BIBLE COLLEGE,93063-2934,93063,B42
831095814,ETHAN S WINTER MEMORIAL SCHOLARSHIP FUND,07726-3658,7726,B40
370673484,EUREKA COLLEGE,61530-1500,61530,B42
237163828,EVALUATIONS MANAGEMENT INTERNATIONAL,90292-6905,90292,B43
440589787,EVANGEL COLLEGE,65802-2125,65802,B42
521311923,EVANGEL THEOLOGICAL SEMINARY,22801-9500,22801,B50
954469618,EVANGELIA UNIVERSITY,92801-2650,92801,B50
331170781,EVANGELICAL UNIVERSITY AND SEMINARY,33563-3403,33563,B50
650216638,EVERGLADES COLLEGE INC,33309-7133,33309,B42
912171882,EVERGREEN UNIVERSITY,95008-4303,95008,B43
272414996,EXCEL EXPANDING COLLEGE FOR EXCEPTIONAL LEARNERS,64113-1266,64113,B42
264396095,EXCEL UNIVERSITY INC,90212-2512,90212,B43
161532850,EXCELSIOR COLLEGE,12203-5156,12203,B42
900620859,EXECUSTAR,17101-1200,17101,B50
331038858,EXPANDING UNIVERSITY,92022-8014,92022,B43
237008276,FACULTY CLUB UNIVERSITY OF CALIFORNIA SAN DIEGO INC,92093-0121,92093,B43
952492344,FACULTY CLUB UNIVERSITY OF CALIFORNIA SANTA BARBARA INC,93106-0001,93106,B43
541954969,FAIRFAX UNIVERSITY OF AMERICA,22030-5619,22030,B43
060646623,FAIRFIELD UNIVERSITY,06824-5195,6824,B43
221494434,FAIRLEIGH DICKINSON UNIVERSITY,07666-1914,7666,B43
470394397,FAITH BAPTIST BIBLE COLLEGE,50023-0000,50023,B43
541779894,FAITH BIBLE COLLEGE,23502-4804,23502,B43
431781928,FAITH BIBLE COLLEGE,64050-3809,64050,B43
911559533,FAITH EVANGELICAL LUTHERAN SEMINARY,98407-2607,98407,B50
010377494,FAITH SCHOOL OF THEOLOGY,04422-3137,4422,B50
231416559,FAITH THEOLOGICAL SEMINARY INC,21212-2624,21228,B50
760790483,FAMILY BONDING CENTER OF THE APPALACHIAN REGION,37760-3510,37760,B50
731523469,FAMILY OF FAITH CHRISTIAN UNIVERSITY A CORPORATION,74802-1805,74802,B42
205769673,FAMILY PROMISE OF BRYAN COLLEGESTATION,77842-1232,77842,B42
630329409,FAULKNER UNIVERSITY,36109-3323,36109,B43
460882596,FAYETTE COLLEGE AND CAREER ACADEMY INC,30214-1590,30214,B42
362327263,FEDERATION OF TAX ADMINISTRATORS,20001-1538,20001,B42
452926542,FEI TIAN COLLEGE,12729-5225,12729,B42
136227366,FEINBERG GRADUATE SCHOOL OF THE WEIZMANN INSTITUTE OF SCIENCE,10017-8156,10017,B50
943396255,FELDENKRAIS MOVEMENT INSTITUTE,94707-1603,94707,B40
221912028,FELICIAN COLLEGE,07644-2117,7644,B43
540506457,FERRUM COLLEGE,24088-9001,24088,B42
952882724,FIELDING GRADUATE UNIVERSITY,93105-3814,93105,B50
381359570,FINLANDIA UNIVERSITY,49930-1832,49930,B42
593722760,FIRST BRIDGE UNIVERSITY INC,32615-4816,32615,B43
042005934,FISHER COLLEGE,02116-1501,2116,B42
620202000,FISK UNIVERSITY,37208-3045,37208,B43
770298754,FIVE BRANCHES INSTITUTE COLLEGE OF TRADITIONAL CHINESE MEDICINE,95062-4669,95062,B50
591157081,FLAGLER COLLEGE INC,32084-4342,32084,B42
650267991,FLORIDA ATLANTIC UNIVERSITY RESEARCH CORPORATION,33431-0000,33431,B43
591006996,FLORIDA BEACON COLLEGE & SEMINARY,32239-0135,32239,B50
592548486,FLORIDA CENTER FOR THEOLOGICAL STUDIES INC,33132-0000,33132,B50
510173775,FLORIDA CHRISTIAN COLLEGE INC,34744-4402,34744,B42
593085435,FLORIDA CHRISTIAN UNIVERSITY INC,32819-8347,32819,B43
590737882,FLORIDA COLLEGE,33617-5527,33617,B42
596046500,FLORIDA INSTITUTE OF TECHNOLOGY INC,32901-6982,32901,B43
800151379,FLORIDA INTERNATIONAL UNIVERSITY ACADEMIC HEALTH CENTER HEALTH CARE,33199-0001,33199,B50
650837916,FLORIDA INTERNATIONAL UNIVERSITY RESEARCH FOUNDATION INCORPORATED,33199-2516,33199,B43
590668483,FLORIDA MEMORIAL UNIVERSITY INC,33054-6155,33054,B43
591392749,FLORIDA SCHOOL OF PREACHING,33803-2653,33803,B50
590624401,FLORIDA SOUTHERN COLLEGE,33801-5607,33801,B43
264028305,FLORIDA STATE UNIVERSITY COLLEGE OF BUSINESS STUDENT INVEST,32306-1110,32306,B43
134356799,FLORIDA STATE UNIVERSITY MAGNET RESEARCH AND DEVELOPMENT INC,32306-1330,32306,B43
824951965,FLY GATEWAY AVIATION INSTITUTE,19720-3135,19720,B50
411816396,FOND DU LAC TRIBAL COLLEGE,55720-2964,55720,B41
430694556,FONTBONNE UNIVERSITY,63105-3043,63105,B43
462977239,FOOTHILLS BAPTIST BIBLE COLLEGE INC,28752-9662,28752,B42
202184996,FOOTHILLS CHRISTIAN COLLEGE & SEMINARY INC,28697-2516,28697,B42
131740451,FORDHAM UNIVERSITY,10458-5149,10458,B43
311560433,FOREST INSTITUTE OF PROFESSIONAL PSYCHOLOGY,65814-0244,65814,B50
760796091,FORM BASED CODES INSTITUTE INC,20006-1806,33143,B43
042104230,FORSYTH DENTAL INFIRMARY FOR CHILDREN,02142-1200,2142,B50
810374399,FORT PECK COMMUNITY COLLEGE,59255-0398,59255,B41
942434925,FOUNDATION FOR HISPANIC EDUCATION,95173-0453,95173,B42
474198598,FOUNDATION FOR THE PONTIFICAL INSTITUTE OF THEOLOGY AT POSILLIPO,,11030,B50
813207443,FOX INSTITUTE FOR CREATION SPIRITUALITY,80302-4815,80302,B40
200118161,FRANCIS MARION UNIVERSITY DEVELOPMENT FOUNDATION,29502-0547,29502,B43
471144304,FRANCIS UNIVERSITY,92844-1016,92844,B43
721173156,FRANCISCAN MISSIONARIES OF OUR LADY UNIVERSITY,70809-2158,70809,B42
340714818,FRANCISCAN UNIVERSITY OF STEUBENVILLE,43952-1792,43952,B43
821517464,FRANK MICHAEL ARCARO FOUNDATION,60048-3925,60048,B40
231352635,FRANKLIN & MARSHALL COLLEGE,17604-3003,17604,B42
350868086,FRANKLIN COLLEGE OF INDIANA,46131-2598,46131,B42
020263136,FRANKLIN PIERCE UNIVERSITY,03461-5046,3461,B43
310707369,FRANKLIN UNIVERSITY,43215-5301,43215,B43
237075717,FRANKLIN UNIVERSITY SWITZERLAND INC,10170-2799,10170,B42
061519057,FRANKLIN W OLIN COLLEGE OF ENGINEERING INC,02492-0000,2492,B42
200052373,FREE LUTHERAN THEOLOGICAL SEMINARY CORPORATION,55441-3008,55441,B50
620518288,FREED HARDEMAN UNIVERSITY,38340-2306,38340,B43
815372389,FREEDOM COLLEGE INC,60558-1522,60558,B42
200617900,FREEDOM FORUM DIVERSITY INSTITUTE INC,37212-2822,37212,B43
460229820,FREEMAN ACADEMY & FREEMAN JUNIOR COLLEGE,57029-1000,57029,B41
941021164,FRESNO PACIFIC UNIVERSITY,93702-4709,93702,B43
480547702,FRIENDS UNIVERSITY,67213-3379,67213,B43
272042610,FROEDTERT & THE MEDICAL COLLEGE OF WISCONSIN COMMUNITY PHYSICIANS INC,53051-4532,53051,B50
611124267,FRONTIER NURSING UNIVERSITY INC,40509-1803,40509,B50
836007943,FRONTIER SCHOOL OF THE BIBLE,82221-0217,82221,B42
951699394,FULLER THEOLOGICAL SEMINARY,91101-1713,91101,B50
475064079,FULLY CHARGED FOR COLLEGE INC,,20171,B42
660496239,FUNDACION FACULTAD DE DERECHO EUGENIO MARIA DE HOSTOS,00681-0000,681,B50
570314395,FURMAN UNIVERSITY,29613-0002,29613,B43
452208063,FUTURE GENERATIONS UNIVERSITY CORPORATION,26807-8055,26807,B43
521690609,GAKKO HOJIN TOKAI DAIGAKU,96707-2657,96707,B40
530199507,GALLAUDET UNIVERSITY,20002-3600,20002,B43
113354073,GAMLA COLLEGE,11230-5913,11230,B41
203168816,GANDHI MEDICAL COLLEGE GLOBAL ALLIANCE INC,45458-3596,45458,B50
250496976,GANNON UNIVERSITY,16541-0002,16541,B43
560529972,GARDNER WEBB UNIVERSITY,28017-0997,28017,B43
273510935,GARY MIDDLE COLLEGE INC,46202-1462,46202,B42
260252842,GATEWAY INTERNATIONAL BIBLE INSTITUTE INC,85380-0957,85380,B42
900131526,GATEWAY RESEARCH PARK INC,27401-4904,27401,B43
320237828,GATEWAY TO COLLEGE NATIONAL NETWORK,97214-2232,97214,B42
811469086,GATEWAY UNIVERSITY,37075-1404,37075,B43
260536138,GAULT SCHOOL OF ARCHAEOLOGICALRESEARCH,78708-1563,78708,B40
474484212,GCSEN FOUNDATION,12443-5123,12443,B40
462128061,GCU NYC INC,10012-4350,10012,B43
222146010,GENESEE CHORALE INC,14021-1565,14021,B41
815305167,GENESIS UNIVERSITY SOUTH AFRICA INC,63006-0000,63006,B40
250965376,GENEVA COLLEGE,15010-3557,15010,B43
930386839,GEORGE FOX UNIVERSITY,97132-2697,97132,B43
470405319,GEORGE STONE ADVENTIST SCHOOL,68506-4345,68506,B43
566063961,GEORGE WASHINGTON CARVER COLLEGE INC,27203-5608,27203,B43
530196584,GEORGE WASHINGTON UNIVERSITY,20147-4191,20147,B43
870641318,GEORGE WYTHE FOUNDATION,84111-1270,84111,B42
610444695,GEORGETOWN COLLEGE,40324-1620,40324,B43
530196603,GEORGETOWN UNIVERSITY,20057-1173,20057,B43
611622648,GEORGETOWN WESLEYAN UNIVERSITY USA INC,33602-0000,33602,B43
581927216,GEORGIA SOCIETY OF PERIODONTISTS INC,30030-1724,30030,B50
263727809,GEORGIA STREET COMMUNITY COLLECTIVE INC,48213-4610,48213,B41
210634981,GEORGIAN COURT UNIVERSITY,08701-2600,8701,B43
274674755,GEORGIAN INTERNATIONAL UNIVERSITY INC,19803-1834,19803,B43
204905370,GET COLLEGE FUNDING,85383-2127,85383,B42
263453472,GETS THEOLOGICAL SEMINARY,91731-1684,91731,B50
800851368,GETS THEOLOGICAL SEMINARY FOUNDATION,91723-2743,91723,B50
461034542,GETTING TO COLLEGE INC,12188-1164,12188,B42
231352641,GETTYSBURG COLLEGE,17325-1400,17325,B42
208096718,GETTYSBURG SEMINARY ENDOWMENTFOUNDATION,17325-1742,17325,B50
822365514,GLASGOW CALEDONIAN NEW YORK COLLEGE,10012-4350,10012,B42
550713410,GLENVILLE STATE COLLEGE RESEARCH CORPORATION,26351-1200,26351,B42
813199681,GLOBAL AUTONOMOUS VEHICLE PARTNERSHIP,06896-3218,6896,B43
954431147,GLOBAL COLLEGE FOR BEHAVIORAL MODIFICATION,91311-4063,91311,B42
943175899,GLOBAL COMMUNITY COLLEGE INC,95482-0878,95482,B41
208939971,GLOBAL CORPORATE COLLEGE,44139-3301,44139,B42
943175750,GLOBAL HEALTH EDUCATION CONSORTIUM INC,94118-1944,94118,B50
822811849,GLOBAL HEALTH SCIENCE UNIVERSITY,95815-4506,95815,B50
471826429,GLOBAL OPUS DEI SEMINARY AND UNIVERSITY INC,33027-4134,33027,B50
475652592,GLOBAL OU INC,73019-3003,73019,B40
473724256,GO TO COLLEGE NYC INC,10024-0540,10024,B42
030179419,GODDARD COLLEGE CORPORATION,05667-9432,5667,B43
310544271,GODS BIBLE SCHOOL COLLEGE AND MISSIONARY TRAINING HOME,45202-6838,45202,B42
941585735,GOLDEN GATE UNIVERSITY,94105-2921,94105,B43
510109178,GOLDEY BEACOM COLLEGE INC,19808-1927,19808,B43
474172159,GONSTEAD METHODOLOGY INSTITUTE WORLDWIDE INC,54301-1594,54301,B50
311778403,GOOD SAMARITAN COLLEGE OF NURSING AND HEALTH SCIENCE,45202-6005,45202,B50
770602003,GOODEN COLLEGE CONNECTION,94530-3232,94530,B42
810703551,GOODWIN COLLEGE EDUCATIONAL SERVICES INC,06118-1837,6118,B42
061599388,GOODWIN COLLEGE FOUNDATION INC,06118-1837,6118,B41
061627882,GOODWIN COLLEGE INC,06118-1837,6118,B41
810703802,GOODWIN COLLEGE MAGNET SCHOOLS INC,06118-1837,6118,B42
042104258,GORDON COLLEGE,01984-1813,1984,B42
042463847,GORDON CONWELL THEOLOGICAL SEMINARY INC,01982-2325,1982,B50
352158366,GOSHEN COLLEGE INC,46526-4724,46526,B42
330728290,GOSPEL OPERATION INTERNATIONAL USA,91744-4715,91744,B50
520591613,GOUCHER COLLEGE,21204-2753,21204,B43
260279338,GOVERMENT COLLEGE UGHELLI OLD BOYSASSOCIATION OF NORTH AMERICA,32302-0000,32302,B42
986001141,GOVERNING COUNCIL OF THE UNIVERSITY OF TORONTO,00000-0000,0,B43
270737984,GRACE BAPTIST BIBLE COLLEGE INC,27105-1426,27105,B42
593712700,GRACE BAPTIST CHURCH OF TITUSVILL CORP,32796-2751,32796,B50
381673400,GRACE BIBLE COLLEGE,49509-1921,49509,B42
710849244,GRACE CHRISTIAN COLLEGE INC,72472-2111,72472,B43
640961249,GRACE COLLEGE OF BARBERING,27834-3973,27834,B42
562195966,GRACE COLLEGE OF DIVINITY,28314-2343,28314,B50
010543513,GRACE EVANGELICAL INC,04401-6708,4401,B43
954559065,GRACE MISSION UNIVERSITY,92833-3860,92833,B43
760690847,GRACE SCHOOL OF THEOLOGY,77387-7477,77387,B50
350868095,GRACE SCHOOLS,46590-1224,46590,B43
470384159,GRACE UNIVERSITY,68108-3629,68108,B43
420707114,GRACELAND UNIVERSITY,50140-1641,50140,B43
455476484,GRADUATE PROGRAMS FOUNDATION INC,,7631,B50
264232788,GRADUATE SCHOOL,20024-2520,20024,B43
846024048,GRADUATE SCHOOL OF BANKING AT COLORADO,80021-2722,80021,B50
391467668,GRADUATE SCHOOL OF BANKING INC,53718-7965,53718,B50
464588696,GRADUATE SCHOOL OF THE STOWERS INSTITUTE FOR MEDICAL RESEARCH,64110-2262,64110,B43
941581707,GRADUATE THEOLOGICAL UNION,94709-1212,94709,B50
620693975,GRAHAM BIBLE COLLEGE INC,24203-1630,24203,B42
472507725,GRAND CANYON UNIVERSITY,85017-3030,85017,B43
386086770,GRAND VALLEY UNIVERSITY FOUNDATION,49401-9401,49401,B40
420681049,GRAND VIEW UNIVERSITY,50316-1529,50316,B42
061404367,GRANVILLE ACADEMY OF WATERBURY INC,06723-2891,6723,B50
231352642,GRATZ COLLEGE,19027-3010,19027,B43
386080947,GREAT LAKES BIBLE COLLEGE,48917-1231,48917,B42
870777434,GREAT LAKES WALDORF INSTITUTE INC,53222-4545,53222,B41
823882005,GREAT NORTHERN UNIVERSITY,99207-2550,99207,B43
461180971,GREAT TESTIMONY OF GOD SEMINARY THEOLOGICAL CHRISTIAN UNIVERSTITY,10118-5999,10032,B50
946103067,GREAT WESTERN BROTHERHOOD,94558-5750,94558,B43
752220601,GREEK CENTER FOR BIBLICAL STUDIES,75056-5641,75056,B50
030179299,GREEN MOUNTAIN COLLEGE,02035-0000,2035,B42
460964412,GREEN MOUNTAIN FLIGHT ACADEMY INC,05468-0000,5468,B40
431526425,GREENLEAF UNIVERSITY,63005-1271,63005,B50
560532144,GREENSBORO COLLEGE INC,27401-1823,27401,B42
452586013,GREENSPRINGS LEARNING COMMUNITY,97520-9400,97520,B40
370681530,GREENVILLE COLLEGE,62246-1145,62246,B43
570833937,GREENVILLE PRESBYTERIAN THEOLOGICAL SEMINARY,29687-0014,29687,B50
352529142,GREYSTONE THEOLOGICAL INSTITUTE,15108-0000,15108,B40
472894823,GRIFFIN REGION COLLEGE AND CAREER ACADEMY INC,30224-0074,30224,B42
251065148,GROVE CITY COLLEGE,16127-2104,16127,B42
952901087,GUILD LAW SCHOOL,90057-3700,90057,B50
560529982,GUILFORD COLLEGE,27410-4108,27410,B42
352268229,GURU NANAK BABAR AKALI MEMORIAL COLLEGE FOR GIRLS,93637-9433,93637,B42
410695524,GUSTAVUS ADOLPHUS COLLEGE,56082-1485,56082,B42
231352613,GWYNEDD MERCY UNIVERSITY,19437-0901,19437,B43
461626349,HACKCVILLE,22903-2603,22903,B42
112244809,HADAR HATORAH INC,11213-3502,11213,B50
980233371,HAIGAZIAN UNIVERSITY INC,00000-0000,0,B43
454620000,HALLMARK UNIVERSITY INC,78230-1736,78230,B43
540505906,HAMPDEN SYDNEY COLLEGE,23943-0127,23943,B42
046130872,HAMPSHIRE COLLEGE TRUSTEES,01002-3372,1002,B42
540505990,HAMPTON UNIVERSITY,23669-4561,23668,B43
541702808,HAMPTON UNIVERSITY,23222-3914,23222,B43
260092591,HAMPTON UNIVERSITY,20885-3334,20885,B43
431007642,HANNIBAL LAGRANGE UNIVERSITY,63401-1940,63401,B42
350868096,HANOVER COLLEGE TRUSTEES,47243-0108,47243,B42
231424055,HARCUM COLLEGE,19010-3405,19010,B41
750808791,HARDIN SIMMONS UNIVERSITY,79698-0001,79698,B43
710236896,HARDING UNIVERSITY,72149-0001,72149,B43
822492718,HARRISON MIDDLETON UNIVERSITY,85282-5404,85282,B40
061256949,HARTFORD ART SCHOOL INC,06117-1545,6117,B43
451859686,HARTFORD PARENT UNIVERSITY INC,06120-2901,6120,B43
060647016,HARTFORD SEMINARY,06105-6203,6105,B50
541257935,HARTLAND INSTITUTE OF HEALTH AND EDUCATION,22733-0001,22733,B50
150533561,HARTWICK COLLEGE,13820-4000,13820,B42
043395140,HARVARD BUSINESS SCHOOL INTERACTIVE INC,02163-0000,2163,B50
462785196,HARVARD MODEL CONGRESS-SANFRANCISCO,02138-1558,2138,B42
770478893,HARVEST SEMINARY,95035-3058,95035,B50
951911219,HARVEY MUDD COLLEGE,91711-5053,91711,B42
470376525,HASTINGS COLLEGE,68901-7621,68901,B43
464124714,HAVADON COLLEGE,55422-2275,55422,B42
364670776,HAWAII CHRISTIAN COLLEGE INC,96782-1354,96782,B42
990311836,HAWAII COLLEGE OF ORIENTAL MEDICINE,96720-2827,96720,B50
550911478,HAWAII CULINARY EDUCATION FOUNDATION,96802-3108,96802,B40
990113930,HAWAII PACIFIC UNIVERSITY,96813-2816,96813,B43
990255042,HAWAII TOKAI INTERNATIONAL COLLEGE,96826-4310,96826,B43
203695075,HAYFIELD UNIVERSITY,92831-5306,92831,B43
454563243,HEALTHSIM UNITED INC,67214-3124,67214,B40
273412405,HEART OF GEORGIA COLLEGE AND CAREER ACADEMY INC,31040-4961,31040,B42
264663584,HEARTLAND CHRISTIAN COLLEGE,63434-2119,63458,B42
200059646,HEBRAIC HERITAGE CHRISTIAN SCHOOL OF THEOLOGY INC,77325-5537,77325,B50
042104300,HEBREW COLLEGE,02459-2237,2459,B43
237285905,HEBREW UNIVERSITY ASSOCIATION JERUSALEM PALESTINE,00000-0000,0,B43
475626454,HEDL LLC,84602-1014,84602,B43
460462804,HEIDELBERG THEOLOGICAL SEMINARY,57108-5900,57108,B50
344428219,HEIDELBERG UNIVERSITY,44883-2462,44883,B43
133705284,HELENE FULD COLLEGE OF NURSING,10035-2737,10035,B50
202159763,HELLENIC AMERICAN UNIVERSITY INC,03063-1026,3101,B43
562191270,HENDERSON CHRISTIAN UNIVERSITY,28032-1238,28032,B43
581526740,HENDERSON INSTITUTE GRADUATES AND FORMER STUDENTS ASSOCIATION INC,27536-2081,27536,B50
710236897,HENDRIX COLLEGE,72032-4115,72032,B43
260693179,HERITAGE BAPTIST COLLEGE,46131-7903,46131,B42
472287941,HERITAGE BIBLE COLLEGE,31419-9759,31419,B50
455223658,HERITAGE BIBLE COLLEGE,35802-0000,35802,B42
561212691,HERITAGE BIBLE COLLEGE,28335-1628,28335,B43
237013287,HERITAGE CHRISTIAN UNIVERSITY,35630-0050,35630,B43
911160585,HERITAGE UNIVERSITY,98948-9562,98948,B43
562476754,HERITAGE UNIVERSITY AND SEMINARY INC,34744-5636,34744,B50
480548361,HESSTON COLLEGE,67062-9112,67062,B41
311532248,HIGH DESERT CHRISTIAN COLLEGE,97709-0673,97709,B41
823452586,HIGH MEADOWS GRADUATE SCHOOL OF TEACHING AND LEARNING INC,02141-1882,2141,B50
560529999,HIGH POINT UNIVERSITY,27262-4221,27262,B43
270716971,HIGH TECH HIGH GRADUATE SCHOOL OF EDUCATION,92106-6025,92106,B43
800331058,HIGHER LEARNING INC,21157-7100,21157,B40
752986093,HIGHLAND PARK PRESBYTERIAN CHURCH MURRAY AND JEANNE JOHNSON THEO INST THEOLOGIAN IN RESIDENCE INSTITUTE,75205-1710,75205,B50
237178981,HIGHLAND UNIVERSITY,37853-3318,37853,B43
166031585,HILBERT COLLEGE,14075-1519,14075,B42
800501175,HILLEL THE FOUNDATION FOR JEWISH CAMPUS LIFE,75080-2832,75080,B43
381374230,HILLSDALE COLLEGE,49242-1205,49242,B42
730774245,HILLSDALE FREE WILL BAPTIST COLLEGE,73153-1208,73153,B43
340714670,HIRAM COLLEGE,44234-1808,44234,B42
460499256,HIS UNIVERSITY,92882-1870,92882,B43
262192639,HISPANIC FORUM OF BRYAN COLLEGE STATION HISPANIC FORUM,77805-4690,77805,B42
710653475,HISTORIC CANE HILL INC,72744-9106,72744,B42
383291073,HISTORICALLY BLACK COLLEGES AND UNIVERSITIES EXPERIENCE,49510-7314,49510,B43
620511454,HIWASSEE COLLEGE INC,37354-4005,37354,B41
